,patent
19087,5197148
19088,4722054
19089,5551881
19090,5840909
19091,5271061
19092,5532289
19093,5360417
19094,5715824
19095,5254580
19096,4060436
19097,4591665
19098,5808074
19099,5132700
19100,4525452
19101,5957865
19102,5753713
19103,4764434
19104,5049167
19105,4313124
19106,5282239
19107,5399389
19108,5412738
19109,5928203
19110,4219255
19111,4496508
19112,4917710
19113,5515644
19114,5544280
19115,4224600
19116,5661449
19117,5212775
19118,5922895
19119,4552926
19120,5549999
19121,5689564
19122,5264986
19123,5406138
19124,4559379
19125,4436488
19126,3953393
19127,5895398
19128,5082988
19129,4634808
19130,5188630
19131,5906975
19132,5754648
19133,4439239
19134,5710933
19135,5811771
19136,5514105
19137,5159003
19138,5633021
19139,5322513
19140,5787247
19141,4957744
19142,5219826
19143,5835484
19144,4624856
19145,4664106
19146,5204963
19147,5506088
19148,4206155
19149,5955315
19150,3940008
19151,5451989
19152,4951192
19153,4932940
19154,5778316
19155,5721287
19156,4650915
19157,5055973
19158,5491495
19159,5872398
19160,5360616
19161,5509051
19162,5247938
19163,4636210
19164,5062842
19165,5393670
19166,4362903
19167,5035755
19168,5541308
19169,5516585
19170,5440544
19171,4348219
19172,3984509
19173,4172291
19174,5618664
19175,4413621
19176,4692443
19177,5262802
19178,4442495
19179,5370683
19180,4223322
19181,5013485
19182,4969190
19183,5642082
19184,5021645
19185,5701186
19186,4217437
19187,5995041
19188,4612186
19189,4818635
19190,4615001
19191,4585452
19192,5146599
19193,4799754
19194,5672418
19195,4705874
19196,4671958
19197,3880976
19198,5037415
19199,5419766
19200,3873484
19201,5843208
19202,4503843
19203,4166093
19204,5252496
19205,5818739
19206,4189389
19207,4985296
19208,5008925
19209,5544117
19210,4683553
19211,5162505
19212,4771298
19213,4591439
19214,5101339
19215,5516569
19216,5978481
19217,5330437
19218,4403849
19219,5436209
19220,4929964
19221,4611282
19222,5632739
19223,5541155
19224,4296476
19225,5840647
19226,5587126
19227,6006131
19228,5496365
19229,4111859
19230,5059583
19231,5526507
19232,5601866
19233,5363121
19234,4757466
19235,5063551
19236,4477499
19237,4861990
19238,4535399
19239,5792156
19240,5954813
19241,5498990
19242,5224939
19243,5759059
19244,5142023
19245,4180855
19246,5781753
19247,5484432
19248,5127057
19249,5064272
19250,4947367
19251,5420910
19252,4532537
19253,4986945
19254,4788277
19255,2741822
19256,5728136
19257,5972023
19258,5761664
19259,5633213
19260,5790854
19261,4880015
19262,5674282
19263,4883764
19264,5640678
19265,5391465
19266,5789728
19267,5453235
19268,4820561
19269,5468949
19270,4960736
19271,5185885
19272,4542376
19273,4832456
19274,5576181
19275,5677470
19276,5718806
19277,5290303
19278,4839846
19279,4666620
19280,5434514
19281,5066778
19282,5955608
19283,4564597
19284,4136177
19285,5991332
19286,5649916
19287,5858329
19288,4205376
19289,5904679
19290,5448342
19291,5591185
19292,5693034
19293,5198725
19294,5865588
19295,5236969
19296,4851720
19297,5657430
19298,5823961
19299,5516452
19300,4783606
19301,5861202
19302,4875957
19303,5844550
19304,5318944
19305,5285496
19306,5461216
19307,4952394
19308,5660994
19309,5815783
19310,5112304
19311,5624669
19312,5681341
19313,5179200
19314,5889354
19315,4992418
19316,4857319
19317,5454044
19318,4604500
19319,4791285
19320,4285811
19321,5618788
19322,5880714
19323,4802481
19324,5977383
19325,5458793
19326,5351269
19327,4955384
19328,5723795
19329,5794174
19330,5811494
19331,4880757
19332,4814142
19333,5877768
19334,5593440
19335,4829294
19336,4868766
19337,5061281
19338,5689715
19339,5081643
19340,5166126
19341,5429118
19342,4776850
19343,5478349
19344,5411745
19345,5718917
19346,5814288
19347,5398283
19348,5300548
19349,5119163
19350,5044366
19351,5037952
19352,4645806
19353,5441965
19354,5507809
19355,3900691
19356,4450299
19357,5360448
19358,5063327
19359,4752810
19360,4845043
19361,5135838
19362,5674495
19363,4452874
19364,6005155
19365,5410728
19366,5528750
19367,4708925
19368,5650156
19369,4965844
19370,4988754
19371,5370608
19372,4008008
19373,5255220
19374,5483278
19375,5710887
19376,4783203
19377,5745573
19378,5392061
19379,5100703
19380,4710530
19381,5908299
19382,5345823
19383,5289365
19384,4847639
19385,4780602
19386,4595001
19387,4066747
19388,4076652
19389,4410799
19390,5545569
19391,5242436
19392,4363892
19393,5594470
19394,5171420
19395,4690830
19396,5737539
19397,5561020
19398,5673268
19399,4444927
19400,3914458
19401,5448632
19402,5470723
19403,5859125
19404,5222237
19405,5800529
19406,5147316
19407,3243211
19408,4471743
19409,5592498
19410,5777640
19411,5528499
19412,5792753
19413,5172413
19414,5535325
19415,5600364
19416,5848068
19417,5431682
19418,3898170
19419,5440808
19420,5698931
19421,5196834
19422,5807389
19423,4262076
19424,5229244
19425,5541986
19426,4137550
19427,4654654
19428,5454026
19429,5537625
19430,4994046
19431,5311376
19432,5866166
19433,5832249
19434,5635497
19435,5208289
19436,5120307
19437,5309171
19438,5507179
19439,5443606
19440,5758095
19441,3457075
19442,5470582
19443,5896393
19444,5837115
19445,5516676
19446,5051246
19447,4708857
19448,4959720
19449,5346611
19450,5643318
19451,5822532
19452,5217081
19453,4659964
19454,5941888
19455,5890175
19456,5980484
19457,5582834
19458,5049630
19459,4910725
19460,5887171
19461,5840627
19462,5668177
19463,4774228
19464,6004502
19465,4992463
19466,4707787
19467,5123737
19468,5672195
19469,5830386
19470,4500633
19471,4782361
19472,3968311
19473,5427118
19474,5565523
19475,5133053
19476,5976910
19477,4487934
19478,4423174
19479,5555015
19480,4879656
19481,5766310
19482,5359045
19483,5715450
19484,5406581
19485,5626587
19486,5643952
19487,3884884
19488,5041089
19489,5608286
19490,5378520
19491,5529820
19492,4806776
19493,5235425
19494,5413671
19495,4063922
19496,5250028
19497,5634503
19498,5861880
19499,5288531
19500,5347490
19501,5008815
19502,5049562
19503,4369246
19504,5658279
19505,5112736
19506,5317698
19507,5761053
19508,5086489
19509,4753432
19510,4837299
19511,4882366
19512,5268780
19513,4902515
19514,5567177
19515,4939642
19516,5527369
19517,4789963
19518,5296351
19519,5152790
19520,4171868
19521,4396620
19522,4411741
19523,5183899
19524,4579988
19525,5601871
19526,5915252
19527,5532003
19528,5891793
19529,5952562
19530,5932060
19531,5556381
19532,4997082
19533,5892432
19534,5204610
19535,4731237
19536,5024655
19537,4829473
19538,5269766
19539,5576765
19540,5378593
19541,5769835
19542,4897532
19543,4899143
19544,5573201
19545,5926180
19546,5976692
19547,5202980
19548,5818528
19549,5824054
19550,4699810
19551,4753698
19552,4210443
19553,5398053
19554,5050234
19555,4835327
19556,4237543
19557,5840478
19558,5019764
19559,5530799
19560,5534024
19561,5838965
19562,4243720
19563,5701490
19564,5455043
19565,5626863
19566,5631980
19567,5416726
19568,5814557
19569,3864685
19570,5200262
19571,4563499
19572,5830634
19573,5720753
19574,4345560
19575,4690940
19576,5812159
19577,5099296
19578,4661949
19579,5463084
19580,6001311
19581,5222030
19582,5961536
19583,5372502
19584,4679434
19585,5428745
19586,5712064
19587,5170252
19588,5080879
19589,4351025
19590,5590352
19591,3963850
19592,4956522
19593,5263992
19594,5441510
19595,4844064
19596,4110284
19597,5649200
19598,5872966
19599,5262283
19600,4146929
19601,5879951
19602,5876899
19603,5308691
19604,5482699
19605,5701383
19606,4299596
19607,5470368
19608,5169564
19609,5128387
19610,5569058
19611,5764943
19612,4787033
19613,3176444
19614,5236965
19615,4707985
19616,5604043
19617,3936806
19618,4586060
19619,4908750
19620,5365544
19621,5086118
19622,5172034
19623,5836989
19624,5208762
19625,4343596
19626,4126449
19627,5600771
19628,5888736
19629,5003300
19630,5922303
19631,4682285
19632,5328455
19633,4374212
19634,5551706
19635,4069563
19636,5809629
19637,4752637
19638,5815403
19639,4170618
19640,5196779
19641,4586951
19642,5220490
19643,5884327
19644,5041625
19645,5007474
19646,5175567
19647,5418937
19648,5489469
19649,5273883
19650,5516848
19651,5637096
19652,4903107
19653,5224933
19654,4272522
19655,5698201
19656,5201058
19657,5251147
19658,5682722
19659,5837446
19660,4932947
19661,4968581
19662,5849676
19663,5717493
19664,5597608
19665,5691149
19666,4899755
19667,5330461
19668,5189498
19669,3993749
19670,4209559
19671,5363592
19672,4935089
19673,5214644
19674,5373560
19675,5181107
19676,5332760
19677,5676644
19678,4973810
19679,5700176
19680,5325533
19681,4943275
19682,5876449
19683,4787932
19684,4340465
19685,5437662
19686,5235615
19687,3473987
19688,5837960
19689,5147355
19690,5880322
19691,5341510
19692,5001009
19693,5918212
19694,5368601
19695,5571151
19696,5010883
19697,4769268
19698,4714943
19699,4770778
19700,4952495
19701,5311584
19702,5466574
19703,4822433
19704,5641996
19705,5864829
19706,4291182
19707,5019369
19708,5702419
19709,4571451
19710,5409966
19711,4937689
19712,5330718
19713,4302762
19714,4943928
19715,6003285
19716,5631322
19717,5320765
19718,4994828
19719,4031118
19720,5008171
19721,4868132
19722,4951653
19723,5483259
19724,5437983
19725,4773970
19726,5819301
19727,3888362
19728,4780410
19729,5710974
19730,3901810
19731,5317732
19732,4108905
19733,5853881
19734,4585754
19735,4870201
19736,5693761
19737,5622975
19738,5699244
19739,5368646
19740,5549119
19741,5562847
19742,5067946
19743,5757431
19744,4590267
19745,4567223
19746,5550070
19747,5233397
19748,5222217
19749,4879648
19750,4295983
19751,5431626
19752,5223467
19753,5554465
19754,5330456
19755,5270844
19756,5269291
19757,5079142
19758,5808083
19759,5888524
19760,5597107
19761,5602040
19762,4424210
19763,5660800
19764,4226930
19765,5894187
19766,5404476
19767,4687732
19768,5187671
19769,5758090
19770,4968426
19771,4425357
19772,5572708
19773,5476745
19774,5364003
19775,4931546
19776,5604070
19777,5134580
19778,4922408
19779,5410230
19780,4868832
19781,4895650
19782,4623558
19783,5539240
19784,5772780
19785,4880761
19786,3445420
19787,5666487
19788,5844582
19789,5882674
19790,5513307
19791,5448577
19792,5218188
19793,5841474
19794,4650817
19795,4743747
19796,5727433
19797,5832062
19798,5744980
19799,4564901
19800,4937066
19801,4139838
19802,5034431
19803,5545526
19804,5506865
19805,4421550
19806,5793861
19807,4783201
19808,5455105
19809,5051662
19810,3974912
19811,5793868
19812,5656613
19813,5269807
19814,5655143
19815,5009888
19816,5470341
19817,4513739
19818,5653721
19819,4660060
19820,5130064
19821,5342305
19822,5575864
19823,4904990
19824,5319544
19825,4308262
19826,5466348
19827,5897361
19828,4960504
19829,5498763
19830,5773927
19831,4985473
19832,5956640
19833,4858146
19834,5647526
19835,5721264
19836,4026304
19837,4878910
19838,5511202
19839,4729792
19840,3920414
19841,5900510
19842,5025001
19843,4177815
19844,5125671
19845,4809219
19846,4620050
19847,4439459
19848,4786318
19849,5070055
19850,5411476
19851,4741900
19852,4700181
19853,4494186
19854,4333144
19855,4703465
19856,4177520
19857,5268211
19858,5557499
19859,4788063
19860,4400771
19861,5817703
19862,4431739
19863,5920733
19864,5848964
19865,4795579
19866,4378776
19867,5206676
19868,4933098
19869,4338926
19870,4943382
19871,5053570
19872,5541441
19873,5079090
19874,4868240
19875,5584035
19876,4575330
19877,4797235
19878,4381376
19879,4614204
19880,5024998
19881,5558967
19882,5536632
19883,5891959
19884,5474410
19885,5955903
19886,4901234
19887,5980676
19888,5344957
19889,5482710
19890,5148204
19891,5880221
19892,5658999
19893,5873076
19894,5312347
19895,5620824
19896,5809431
19897,5963453
19898,5409765
19899,5426914
19900,5926638
19901,5586997
19902,4475113
19903,5522878
19904,5625876
19905,5876448
19906,4326510
19907,4926331
19908,5204763
19909,5589731
19910,5614043
19911,5737555
19912,4170772
19913,4476265
19914,5497487
19915,4977511
19916,4388075
19917,5089269
19918,3933943
19919,5116794
19920,5808285
19921,5120860
19922,5452723
19923,6004555
19924,5046023
19925,5367626
19926,4772258
19927,5124411
19928,5215520
19929,4454271
19930,5602135
19931,5895399
19932,5456713
19933,5906863
19934,4151173
19935,5601612
19936,5873931
19937,4721971
19938,4410436
19939,5318012
19940,5665110
19941,5833604
19942,4755955
19943,5958337
19944,5658371
19945,4871544
19946,5410712
19947,4166464
19948,5062836
19949,5667750
19950,4344895
19951,4297811
19952,5461666
19953,4290952
19954,5258982
19955,5010141
19956,4736054
19957,5404718
19958,4097923
19959,5546381
19960,5691236
19961,5697844
19962,5850238
19963,5869619
19964,5809203
19965,5262875
19966,5723087
19967,5240995
19968,4558333
19969,4767309
19970,4931282
19971,5857998
19972,5797874
19973,5274802
19974,5630834
19975,5570085
19976,5793300
19977,5098684
19978,5209717
19979,5625811
19980,5648145
19981,5790796
19982,5999125
19983,5683876
19984,5175760
19985,5157441
19986,3960811
19987,5751926
19988,5665380
19989,5798309
19990,4839823
19991,5455166
19992,5857993
19993,5477397
19994,5303171
19995,4560614
19996,5945944
19997,5647874
19998,5971006
19999,4901028
20000,5697200
20001,4942077
20002,5581288
20003,3625214
20004,5992971
20005,5686234
20006,5640107
20007,4872009
20008,4357435
20009,5204288
20010,5019657
20011,5825871
20012,5428678
20013,5264975
20014,4917669
20015,5702756
20016,5476450
20017,4790315
20018,4118222
20019,4383878
20020,5435896
20021,5354425
20022,4937203
20023,5462529
20024,5667521
20025,5346646
20026,4338247
20027,5285220
20028,5764795
20029,5392436
20030,5348693
20031,5814399
20032,4220735
20033,4790311
20034,4870017
20035,5563528
20036,4668701
20037,4340706
20038,5616123
20039,4415615
20040,4965568
20041,4627717
20042,5521445
20043,5382949
20044,4576861
20045,3887647
20046,5995040
20047,5207672
20048,5982781
20049,5251216
20050,4688167
20051,5486855
20052,4968304
20053,5461916
20054,5539298
20055,5278754
20056,5700602
20057,6004320
20058,5576167
20059,4129555
20060,4833596
20061,5098692
20062,5376376
20063,5946346
20064,5776174
20065,5436637
20066,4957649
20067,5627241
20068,4515658
20069,5505702
20070,5965161
20071,5830133
20072,5883227
20073,4740408
20074,5721566
20075,4847416
20076,4935374
20077,5660048
20078,5656615
20079,5254844
20080,4049397
20081,5721268
20082,5351285
20083,5336732
20084,5776311
20085,5531689
20086,4228330
20087,3891604
20088,5055001
20089,5070580
20090,5655546
20091,3960809
20092,4342788
20093,5846458
20094,5006976
20095,5688817
20096,4872027
20097,4053333
20098,5257086
20099,5228054
20100,5841864
20101,5565320
20102,4423273
20103,4824894
20104,5389102
20105,5126394
20106,4945759
20107,5213697
20108,4909792
20109,5647449
20110,4474858
20111,5327361
20112,5837502
20113,4617468
20114,4773072
20115,5468510
20116,5981570
20117,5787442
20118,5452449
20119,5484896
20120,5470309
20121,5288584
20122,5038411
20123,5345927
20124,5352456
20125,5366851
20126,4962021
20127,4930084
20128,5367687
20129,5519286
20130,5591162
20131,5788636
20132,4604344
20133,5309262
20134,5781782
20135,4977602
20136,6006107
20137,4878188
20138,5341092
20139,4954568
20140,4211919
20141,4896000
20142,3956615
20143,5879380
20144,5676156
20145,5648308
20146,5258773
20147,5959649
20148,5589966
20149,5281378
20150,5974522
20151,4234627
20152,5407423
20153,5169631
20154,4373025
20155,5443479
20156,4867973
20157,5631518
20158,5501858
20159,5843544
20160,5404440
20161,5985003
20162,4519679
20163,4843573
20164,4692106
20165,5435708
20166,5998993
20167,4795700
20168,5439717
20169,4830895
20170,4950525
20171,5949447
20172,5650566
20173,4886761
20174,4871798
20175,5495029
20176,2027962
20177,5818027
20178,5047617
20179,4191706
20180,5202975
20181,4257418
20182,5880241
20183,5147302
20184,5526478
20185,4996381
20186,5391659
20187,5743851
20188,5840459
20189,5239625
20190,5664160
20191,4507376
20192,4727138
20193,5595888
20194,5451686
20195,4620726
20196,4685683
20197,4352753
20198,4673805
20199,5483633
20200,4952207
20201,5120633
20202,5738683
20203,3984816
20204,5680061
20205,5752082
20206,5812862
20207,5032628
20208,4603202
20209,4986727
20210,5276577
20211,4952515
20212,5641330
20213,5328870
20214,4392917
20215,5155079
20216,5917522
20217,4764951
20218,5456983
20219,4959465
20220,5151343
20221,4288645
20222,4967366
20223,5558982
20224,5848280
20225,5258160
20226,4752773
20227,4472336
20228,5562603
20229,5595898
20230,5559068
20231,4788637
20232,5644711
20233,4670399
20234,4790003
20235,4067102
20236,5603914
20237,5278664
20238,4038073
20239,5061794
20240,5740384
20241,5971701
20242,4217894
20243,4846812
20244,5744979
20245,5704372
20246,5426335
20247,4260691
20248,5256565
20249,4851510
20250,5756119
20251,5984929
20252,4902516
20253,5151989
20254,5906913
20255,5935297
20256,5792552
20257,4510289
20258,4922407
20259,4860861
20260,5627830
20261,5553221
20262,5319634
20263,4778621
20264,4560980
20265,5026790
20266,5110897
20267,5301107
20268,4587187
20269,5579013
20270,4629580
20271,5417689
20272,5748736
20273,4811377
20274,5126147
20275,5053686
20276,5684356
20277,5536408
20278,5542926
20279,4196729
20280,4729621
20281,5898606
20282,5206070
20283,4476831
20284,5892621
20285,5125091
20286,5358642
20287,5511016
20288,4941014
20289,5059564
20290,5892498
20291,5700250
20292,5102642
20293,5663319
20294,4754755
20295,5493723
20296,4446154
20297,4155948
20298,5270946
20299,4544494
20300,3624019
20301,5754641
20302,5761099
