4.001983255147933960e-02,2.791208316921256483e-06,7.555307149887084961e-01,2.791208316921256483e-06,2.791208316921256483e-06,1.353154927492141724e-01,2.791208316921256483e-06,2.791208316921256483e-06,1.604607515037059784e-02,5.307396501302719116e-02
9.255469194613397121e-06,9.255469194613397121e-06,5.384589433670043945e-01,9.255469194613397121e-06,9.255469194613397121e-06,3.403601348400115967e-01,1.111040115356445312e-01,9.255469194613397121e-06,1.002134289592504501e-02,9.255469194613397121e-06
1.015100255608558655e-02,7.931308820843696594e-03,8.928567916154861450e-02,9.761555475051864050e-07,9.761555475051864050e-07,9.761555475051864050e-07,1.571257263422012329e-01,9.761555475051864050e-07,9.761555475051864050e-07,7.355014681816101074e-01
2.281015813350677490e-01,8.218539733206853271e-07,3.351936638355255127e-01,6.959595531225204468e-02,7.505299896001815796e-02,1.220559999346733093e-01,1.236964911222457886e-01,8.331939578056335449e-03,3.403691516723483801e-04,3.763022273778915405e-02
2.244046032428741455e-01,2.608706836326746270e-06,2.608706836326746270e-06,3.393863141536712646e-01,2.973758243024349213e-02,1.827366836369037628e-02,2.608706836326746270e-06,5.216938257217407227e-02,3.360180258750915527e-01,2.608706836326746270e-06
2.643612106112414040e-06,2.643612106112414040e-06,2.643612106112414040e-06,9.115360975265502930e-01,7.045938074588775635e-02,2.643612106112414040e-06,2.643612106112414040e-06,6.283015478402376175e-03,2.643612106112414040e-06,1.170558854937553406e-02
7.002726793289184570e-01,5.555784355237847194e-06,5.555784355237847194e-06,1.589213311672210693e-01,5.555784355237847194e-06,5.555784355237847194e-06,5.555784355237847194e-06,5.555784355237847194e-06,1.383453756570816040e-01,2.427258528769016266e-03
1.108064225263660774e-05,1.108064225263660774e-05,1.951156407594680786e-01,1.108064225263660774e-05,2.973859012126922607e-02,7.109265774488449097e-02,1.543767750263214111e-01,2.503233030438423157e-02,5.245996713638305664e-01,1.108064225263660774e-05
7.648769300431013107e-03,4.513493877311702818e-06,4.513493877311702818e-06,4.513493877311702818e-06,4.513493877311702818e-06,3.870540298521518707e-03,4.513493877311702818e-06,1.274059619754552841e-02,9.757129549980163574e-01,4.513493877311702818e-06
2.503903260731021874e-06,1.271719764918088913e-02,2.503903260731021874e-06,8.970596194267272949e-01,5.722087249159812927e-02,1.255602855235338211e-02,2.503903260731021874e-06,1.532952953130006790e-02,5.106721073389053345e-03,2.503903260731021874e-06
1.881182697616168298e-06,1.881182697616168298e-06,1.881182697616168298e-06,8.413800001144409180e-01,2.474593697115778923e-03,1.766997389495372772e-02,1.881182697616168298e-06,1.368866264820098877e-01,1.881182697616168298e-06,1.579408184625208378e-03
4.868615418672561646e-03,7.428037375211715698e-02,3.410123661160469055e-02,4.659180641174316406e-01,2.036088379099965096e-03,7.224411237984895706e-03,1.550252176821231842e-02,3.960632979869842529e-01,2.697375975913018920e-06,2.697375975913018920e-06
5.786892026662826538e-02,4.175557023700093850e-06,4.175557023700093850e-06,3.671877784654498100e-03,8.450472354888916016e-02,2.017978578805923462e-01,6.943126209080219269e-03,2.005748450756072998e-03,6.431952118873596191e-01,4.175557023700093850e-06
3.596785518311662599e-06,3.596785518311662599e-06,3.596785518311662599e-06,9.769493341445922852e-01,3.596785518311662599e-06,5.795277538709342480e-04,3.596785518311662599e-06,2.244601212441921234e-02,3.596785518311662599e-06,3.596785518311662599e-06
3.800807917286874726e-06,3.800807917286874726e-06,4.249725937843322754e-01,3.800807917286874726e-06,3.800807917286874726e-06,3.800807917286874726e-06,5.712069272994995117e-01,3.800807917286874726e-06,3.800807917286874726e-06,3.793872427195310593e-03
9.380991458892822266e-01,2.491047325747786090e-06,2.719511650502681732e-02,2.491047325747786090e-06,2.491047325747786090e-06,1.569441519677639008e-02,2.491047325747786090e-06,2.491047325747786090e-06,4.463366232812404633e-03,1.453545782715082169e-02
3.065466671614558436e-06,7.840124890208244324e-03,4.768961109220981598e-03,3.065466671614558436e-06,3.065466671614558436e-06,4.644536972045898438e-02,5.437763333320617676e-01,2.017109096050262451e-02,3.065466671614558436e-06,3.769858777523040771e-01
3.522554152368684299e-06,3.522554152368684299e-06,3.522554152368684299e-06,8.244651556015014648e-01,1.649336814880371094e-01,3.522554152368684299e-06,3.522554152368684299e-06,3.522554152368684299e-06,1.057649031281471252e-02,3.522554152368684299e-06
4.434723407030105591e-03,4.438338692125398666e-06,4.438338692125398666e-06,9.393513202667236328e-01,3.863405808806419373e-02,5.934868473559617996e-03,4.438338692125398666e-06,4.438338692125398666e-06,1.162280328571796417e-02,4.438338692125398666e-06
1.092018838971853256e-02,2.590495114418445155e-06,3.314672410488128662e-02,2.590495114418445155e-06,2.906533144414424896e-02,6.790957599878311157e-02,4.500013589859008789e-01,2.590495114418445155e-06,2.590495114418445155e-06,4.089464545249938965e-01
8.227032594732008874e-06,8.227032594732008874e-06,2.820951938629150391e-01,8.227032594732008874e-06,8.227032594732008874e-06,8.227032594732008874e-06,6.765473484992980957e-01,8.227032594732008874e-06,8.227032594732008874e-06,4.129990190267562866e-02
4.086447916051838547e-06,4.086447916051838547e-06,1.940285563468933105e-01,4.086447916051838547e-06,4.086447916051838547e-06,4.086447916051838547e-06,4.213441535830497742e-02,4.086447916051838547e-06,4.086447916051838547e-06,7.638083696365356445e-01
1.203765813261270523e-02,1.874914765357971191e-02,4.758138582110404968e-02,1.899695348583918530e-06,2.971853595227003098e-03,1.859847828745841980e-02,6.626614332199096680e-01,1.899695348583918530e-06,1.899695348583918530e-06,2.373943179845809937e-01
4.462580084800720215e-01,5.176745617063716054e-06,5.176745617063716054e-06,5.176745617063716054e-06,5.176745617063716054e-06,1.261071860790252686e-01,5.176745617063716054e-06,5.176745617063716054e-06,4.275985360145568848e-01,5.176745617063716054e-06
