4723129,'5963233', '0.5290361199685673', '5521621', '0.5298559590312873', '5680165', '0.5351124681036343', '5459502', '0.6735253243068974', '5966145', '0.5562797577982121', '5552811', '0.5355220210180371', '5290667', '0.5625844341645931', '5122814', '0.5555963055708665', '5992963', '0.5452085660932706', '5559542', '0.5844531785836103', '4849774', '0.562852949821674', '5621447', '0.5386756324363661', '5159349', '0.6187910647581514', '5738911', '0.6964585047126216', '5754194', '0.5473933222365363'
4463359,'5886713', '0.49674846282373825', '5262799', '0.503486005890345', '5231421', '0.5076334208731249', '5486848', '0.5122100018728408', '5729785', '0.6314303406355873', '5353051', '0.5332890623548919', '5956056', '0.561945986018789', '5504505', '0.5898007300709737', '5975667', '0.6271480773886002', '5444468', '0.5645108639518146', '5675366', '0.6381181048455987', '5964032', '0.5379538801602488', '5281980', '0.5820780593431669', '5305024', '0.6030516374124274', '5477243', '0.6171883922107341'
4740796,'5521621', '0.5070662793285772', '5966145', '0.5114979843818896', '5552811', '0.5127434566699173', '5290667', '0.5227957842969225', '5726724', '0.5562038327800193', '5122814', '0.5351187484845493', '5992963', '0.5355311159181834', '5559542', '0.5625933469732445', '4849774', '0.5289639561732765', '5159349', '0.5451519384884326', '5738911', '0.5386863915453018', '5754194', '0.5627785344896633', '5447562', '0.5473219579663309', '5805190', '0.5230287139391606', '5524784', '0.673488750004947'
4345262,'5798772', '0.50533053418767', '5068674', '0.5100544096555855', '5633665', '0.5137511895653006', '5880753', '0.5140473309717537', '5066964', '0.5207285986300054', '5483265', '0.5213747805170604', '5150129', '0.5324106038956694', '5818033', '0.5639504506464292', '5926191', '0.5339090842217744', '5568168', '0.5573131793807206', '4972202', '0.6678256979728957', '5959740', '0.5472088221500371', '5808295', '0.5466168679833396', '5467113', '0.5377690691908239', '5877786', '0.5339838981620305'
4558333,'5126768', '0.6087246549296818', '5439554', '0.6097759330213529', '5198834', '0.6098865489141161', '5682187', '0.6134630704464348', '5808641', '0.6177531141949946', '5576748', '0.6176886017070184', '5305018', '0.6170590675201885', '5208604', '0.6181379926206293', '5227812', '0.6276388570980487', '5808644', '0.638528768465908', '5837057', '0.6335687900703688', '5916452', '0.6424161776952081', '5946013', '0.7145366727227677', '5774150', '0.6475493399938886', '5612724', '0.6246091969374702'
4313124,'5596357', '0.5251065577850448', '5798772', '0.5255530928036053', '5892526', '0.555570923965596', '5512924', '0.5423982258421666', '5820919', '0.5425248402314703', '5754202', '0.5281984934397798', '5066964', '0.5370798154906734', '5142308', '0.5591648904020929', '5066963', '0.5852808681424223', '4719478', '0.5648158630574053', '5148191', '0.562316971606968', '5484075', '0.5764625246195054', '5729260', '0.5789888934773987', '5467113', '0.6808053415495607', '5980024', '0.5596263091218999'
4683195,'5863717', '0.6337685638628308', '5571690', '0.6344250504310226', '5512445', '0.6355289168314412', '6001582', '0.6372865064949537', '5455166', '0.6374827571916841', '5932450', '0.6630435233101958', '5830756', '0.6377099772163489', '5912117', '0.6635110170740715', '4800159', '0.6726753648795971', '5223414', '0.7549183141903664', '5652126', '0.6664849141728223', '5846714', '0.7052627539047732', '5514551', '0.7289895135597764', '5916777', '0.7664805465819887', '5739311', '0.6661059284985014'
4459600,'5596357', '0.5174009594475327', '5633665', '0.5228595432880732', '5940957', '0.5236796950810884', '5902492', '0.540889253773648', '5512924', '0.5403988722818605', '5820919', '0.5588847612096655', '5066964', '0.5411887506346543', '5066963', '0.5286011643643879', '5175565', '0.5349597651224787', '5484075', '0.525324851409231', '5443687', '0.54346358873665', '5946013', '0.5673892566836227', '5708466', '0.5732210545915244', '5696543', '0.5737045356582523', '5485185', '0.6788436120737562'
4683202,'5863717', '0.5849904160081381', '5571690', '0.5903672883052434', '5602011', '0.7184773162147712', '5795762', '0.6083566926677884', '5660988', '0.5970103932060867', '5407800', '0.6312468765805826', '4800159', '0.6307784486673651', '5223414', '0.6085680822522688', '5641864', '0.75252650882182', '5466591', '0.6575090522259546', '5618703', '0.6465962135863683', '5595890', '0.6461280194699687', '5919901', '0.6864218808166636', '4965188', '0.741315145463502', '5413909', '0.6309629350621169'
3953566,'5219894', '0.538133274018532', '5252626', '0.5489946305512239', '5876487', '0.5497642865379596', '5071609', '0.5598917218558479', '4096227', '0.5567044384728272', '5869156', '0.5604173756964259', '5519172', '0.5857274660345418', '5098625', '0.5750599407378886', '4187390', '0.5727425951811365', '5296510', '0.5625410696936944', '4478665', '0.5941525683878705', '5646192', '0.6065268447878026', '4973609', '0.605252550797494', '5814405', '0.6084129096697094', '5474824', '0.6741840819758638'
4367924,'5293534', '0.616121851639606', '5543943', '0.6243070302600023', '5555117', '0.6251759742392607', '5083855', '0.6269409388026989', '4813767', '0.6258192253707312', '5182662', '0.6319173869738729', '5668615', '0.6747673420285049', '4958916', '0.7061776030437107', '5353136', '0.6996783739781597', '4563059', '0.7399163009058658', '5455695', '0.7008507613504853', '5227905', '0.6829093984432941', '5742369', '0.6799531292631122', '4840463', '0.6618427922529929', '5555111', '0.6455991188542557'
3702886,'4748291', '0.30951230600866675', '4244807', '0.31537143408245744', '4105541', '0.31877456272903265', '4100214', '0.42388012987896556', '4128504', '0.33653546760150116', '5243117', '0.39511130231235453', '4776946', '0.7507267287170795', '5369071', '0.6053579471570757', '4946812', '0.3925900608745483', '4842720', '0.3302053518329889', '4782166', '0.33355057245533565', '4766265', '0.5412310078050594', '4440875', '0.42666889776431105', '4296083', '0.3229383578916276', '4139600', '0.46046165959579743'
4733665,'5690644', '0.4864135844162381', '5102417', '0.49878015510699497', '5242399', '0.526870610376949', '5354310', '0.539101551510072', '5195984', '0.5512998102652398', '5221261', '0.5508629986334111', '5902332', '0.5554497212406012', '5071407', '0.5491247171561942', '5158548', '0.5644633639997195', '5656036', '0.6366265941177536', '5156620', '0.5710767731030023', '5725549', '0.5734222996546214', '5344426', '0.5645042399815914', '5556413', '0.5686961688359216', '5665116', '0.6050301124311096'
3845770,'5474785', '0.5396697316883734', '5112614', '0.5398152298242899', '4692326', '0.5702672891495664', '5660847', '0.6142785276244709', '4959218', '0.6483991880986142', '5240713', '0.5719596471844338', '4663149', '0.5830992378763071', '5320616', '0.5977566743195969', '5227167', '0.7262527161956119', '4678467', '0.7348833722357365', '4716031', '0.7399770497792636', '4996060', '0.7656629423108297', '4663148', '0.8071177442258034', '4814180', '0.7397134642259414', '4855141', '0.7401239538335004'
5103459,'5497395', '0.3973436338669307', '5777990', '0.39857599204255695', '5943361', '0.4010729668939718', '5416797', '0.40439161829391096', '5596571', '0.4108868652778', '5491718', '0.40459295634592024', '5406629', '0.4015215024448921', '5268933', '0.4040880530461522', '5309474', '0.4016135520723983', '5581547', '0.4151171350552145', '6005856', '0.4631970423055848', '5228056', '0.5252773400849577', '5841806', '0.5873101500176748', '5673260', '0.5126334290610486', '5420896', '0.4580953859350218'
4535773,'5849020', '0.3213647671736016', '5334159', '0.3218613392685037', '5658279', '0.321984523057676', '5417687', '0.32201427914690517', '5916215', '0.32199218031736093', '5630813', '0.3221816934924309', '5562696', '0.3246042271948796', '5797944', '0.322766087590909', '5599347', '0.4198148237586756', '5423796', '0.3223931699960127', '5569164', '0.32295964482124373', '5685820', '0.3502047801792382', '5385572', '0.32366221589264516', '5797906', '0.32270308699641853', '5653726', '0.32270864747520955'
