5340587,'4853237', '0.83039016', '5340587', '0.8315192', '5908610', '0.83194405', '4344876', '0.83241844', '5141738', '0.8325294'
5693338,'5677339', '0.83252484', '5693338', '0.83253276', '4689350', '0.8325326', '5481021', '0.8325256', '5472954', '0.832525'
5497354,'5497354', '0.8325149', '5559450', '0.83251494', '5369609', '0.83252263', '5708598', '0.8325221', '4930098', '0.83251715'
5521300,'5521300', '0.83253944', '5965409', '0.8325436', '5545527', '0.83254325', '5843660', '0.83254', '5844108', '0.8325402'
5215844,'4434197', '0.8325116', '5215844', '0.8325116', '5856013', '0.8325216', '3977959', '0.83251196', '5560839', '0.8325228'
4133814,'4133814', '0.83252954', '4552889', '0.8325298', '5136060', '0.8325298', '5986109', '0.832536', '4734420', '0.8325357'
4022740,'4022740', '0.8325106', '4286082', '0.8325114', '4186118', '0.8325152', '4420584', '0.83251554', '4822770', '0.8325217'
5591153,'5591153', '0.83250755', '4830709', '0.8325078', '5407439', '0.83251715', '5728084', '0.8325091', '5611879', '0.8325079'
4312834,'4772392', '0.83249426', '4312834', '0.8324945', '5938928', '0.8325', '5205934', '0.8325006', '5705697', '0.83250946'
5763504,'5403697', '0.8324876', '4963297', '0.8325016', '5763504', '0.83251756', '5629303', '0.83253175', '4545922', '0.83252907'
5557393,'4954139', '0.8324661', '5557393', '0.83248407', '5740941', '0.83248633', '5980812', '0.83251315', '4569857', '0.83250386'
5674339,'5674339', '0.832515', '4803117', '0.8325169', '5536555', '0.8325187', '4391863', '0.83252287', '5482756', '0.8325267'
5822436,'5852684', '0.83143705', '5822436', '0.83250374', '5533181', '0.8323616', '5838821', '0.83245325', '4901241', '0.8324839'
4343730,'4866021', '0.8325088', '4211857', '0.8325173', '4343730', '0.8325178', '5219968', '0.8325177', '5674922', '0.83251125'
5227661,'5227661', '0.8324924', '5983973', '0.8324924', '4876051', '0.8325025', '5554064', '0.83250505', '5028987', '0.8324938'
5802459,'5802459', '0.83246446', '5497502', '0.8324735', '5195613', '0.83247614', '5047962', '0.8324777', '5949378', '0.8324855'
6001276,'6001276', '0.83245075', '4792211', '0.8324712', '6004309', '0.8324963', '5623476', '0.8325095', '5239398', '0.83251184'
5411576,'5411576', '0.83250314', '4177175', '0.8325089', '5002078', '0.83251244', '4709084', '0.8325096', '4602074', '0.83251905'
5853518,'5853518', '0.83248615', '5778889', '0.8324865', '5704109', '0.8324879', '5236539', '0.8324961', '5197957', '0.8324879'
5016984,'5016984', '0.8324985', '5142389', '0.83250946', '5625483', '0.8325116', '4900933', '0.8325224', '4699498', '0.83251965'
5341397,'5341397', '0.83251274', '5960068', '0.8325162', '5586167', '0.8325184', '5602834', '0.83251894', '5591953', '0.8325279'
5630833,'5224946', '0.8325259', '5630833', '0.83252686', '5971995', '0.832528', '5514108', '0.8325319', '5304132', '0.832534'
5960068,'5960068', '0.83252317', '5339331', '0.8325237', '5737324', '0.83252686', '5406614', '0.832533', '5649000', '0.8325271'
4776329,'4555244', '0.8324903', '4776329', '0.8324903', '4876051', '0.832491', '5501060', '0.8325073', '5197957', '0.83249855'
5902251,'5284148', '0.832516', '5902251', '0.83251673', '5620480', '0.8325245', '5807269', '0.8325205', '5542421', '0.83252275'
4675301,'5287159', '0.8323307', '4022993', '0.8324835', '4675301', '0.83246225', '5506607', '0.83250004', '5257203', '0.8324861'
5818820,'5818820', '0.8325145', '5319796', '0.8325201', '5819172', '0.8325177', '5926206', '0.83252364', '5440631', '0.8325191'
5109038,'4772494', '0.83249635', '5109038', '0.83249885', '4252939', '0.8325011', '4911844', '0.8325054', '4929742', '0.83250487'
5730935,'5148806', '0.8324622', '4666668', '0.83248144', '5716251', '0.8324831', '5730935', '0.83248866', '5217179', '0.8324942'
5559450,'5497354', '0.8325044', '5559450', '0.832505', '5708598', '0.83250743', '5321845', '0.8325133', '4725975', '0.8325138'
5626571,'5626571', '0.83253086', '4803117', '0.8325321', '5536555', '0.83253807', '4041951', '0.83253264', '4391863', '0.8325378'
5586167,'5960068', '0.83250964', '5586167', '0.83250976', '5513176', '0.83251023', '5323418', '0.8325283', '5604732', '0.83251196'
4603254,'4455633', '0.8324873', '4603254', '0.8324879', '5048110', '0.83248985', '4712373', '0.83249533', '5955992', '0.8324949'
5745184,'5745184', '0.8325056', '5329365', '0.8325074', '4569044', '0.83251196', '5285472', '0.8325195', '5276703', '0.8325122'
5506607,'4675301', '0.8323469', '5506607', '0.83251315', '4710250', '0.83249956', '5284484', '0.8324762', '4780733', '0.832497'
5017979,'5017979', '0.83252144', '5637512', '0.8325228', '4734199', '0.83252347', '4741601', '0.8325315', '5656825', '0.8325243'
5760604,'5760604', '0.83252066', '5369609', '0.83252126', '5708598', '0.8325218', '4930098', '0.83252466', '5245226', '0.8325264'
2883262,'2883262', '0.8324762', '5797242', '0.83247733', '4351328', '0.8324778', '5509254', '0.8324882', '5403339', '0.83248854'
5558854,'5846517', '0.8324981', '5558854', '0.8324999', '4702732', '0.83250207', '4801655', '0.83250844', '4397785', '0.83250743'
5302971,'4716418', '0.83251184', '5284148', '0.832512', '5302971', '0.83251697', '5302812', '0.8325199', '5617121', '0.8325284'
5806539,'5806539', '0.83252174', '5841081', '0.8325228', '4665682', '0.83252406', '4791965', '0.83252853', '5745829', '0.83253103'
5327361,'5559450', '0.83251464', '5327361', '0.8325161', '5708598', '0.8325166', '5321845', '0.832522', '4725975', '0.83252245'
3910701,'4455633', '0.8325045', '3910701', '0.83250785', '5955720', '0.8325057', '5280179', '0.83251053', '5617121', '0.8325287'
5521836,'5864539', '0.8324891', '5327361', '0.8324909', '5521836', '0.8324958', '5629860', '0.83250576', '5247606', '0.8324939'
5604793,'5604793', '0.8325025', '4905003', '0.83250314', '5898671', '0.83251214', '4623886', '0.83251166', '4747126', '0.8325057'
5369609,'5497354', '0.8325188', '5760604', '0.83251965', '5369609', '0.83252305', '4930098', '0.83252347', '5245226', '0.8325304'
4360511,'4360511', '0.8325205', '5136060', '0.8325225', '4046889', '0.8325236', '5128479', '0.8325238', '4325945', '0.83252925'
4905003,'4905003', '0.8325107', '5901145', '0.8325113', '4866431', '0.8325134', '5819172', '0.8325188', '5440631', '0.83251834'
5898671,'5604793', '0.8324989', '5898671', '0.83249956', '4322073', '0.8325018', '5481222', '0.83250755', '4747126', '0.832508'
4963298,'4963298', '0.83249825', '5800587', '0.83249897', '5631036', '0.83249974', '4886690', '0.83250964', '5955352', '0.83251727'
5212068,'5580755', '0.83253914', '5212068', '0.83254164', '5919656', '0.8325394', '4407952', '0.8325442', '5370996', '0.8325394'
5982870,'5422941', '0.83252084', '5982870', '0.83252215', '5604791', '0.83252376', '4565903', '0.8325257', '5978450', '0.83252597'
4252939,'4772494', '0.83250785', '5328624', '0.8325116', '5109038', '0.83251107', '4252939', '0.83251196', '4929742', '0.83252'
5055101,'5055101', '0.83252835', '5795299', '0.8325297', '5480440', '0.8325298', '4165116', '0.83253616', '5880756', '0.83253044'
4543107,'4543107', '0.832459', '5461109', '0.83246106', '4416924', '0.8324666', '5372620', '0.83247477', '4398605', '0.8324662'
4710250,'2883262', '0.83245194', '4710250', '0.8324794', '5797242', '0.8324667', '5658263', '0.8324663', '5509254', '0.8324684'
5841830,'4935609', '0.8324881', '5302971', '0.8324894', '5841830', '0.8324916', '5280179', '0.8324938', '5617121', '0.83250487'
4730066,'4399059', '0.8324764', '4730066', '0.83247906', '5053006', '0.83248204', '4687866', '0.83250076', '4678743', '0.83248967'
4276151,'4276151', '0.8325235', '4661467', '0.83252484', '4331644', '0.8325327', '4287166', '0.83252436', '4961836', '0.8325316'
5139977,'5496603', '0.8325302', '5139977', '0.83253103', '4904520', '0.8325315', '4894280', '0.8325378', '5580920', '0.8325364'
4785066,'4785066', '0.8325108', '4894238', '0.83251214', '4496677', '0.8325151', '4798874', '0.8325135', '5075383', '0.83252424'
5339331,'5960068', '0.8325079', '5339331', '0.8325089', '5737324', '0.83251196', '5406614', '0.83251214', '5649000', '0.8325171'
4328173,'4681877', '0.8324797', '5169627', '0.8324806', '4328173', '0.83250564', '5789562', '0.832489', '5798276', '0.83248603'
6006204,'5848271', '0.83251053', '6006204', '0.8325109', '5530865', '0.83251226', '5369702', '0.83251584', '5345380', '0.8325161'
6008046,'5521300', '0.83253783', '6008046', '0.83253795', '5919656', '0.8325444', '5843660', '0.8325394', '5844108', '0.832539'
5974441,'5974441', '0.8325279', '5584025', '0.8325281', '5978848', '0.83253163', '5345380', '0.83253205', '5796396', '0.83253247'
4949388,'4949388', '0.83252394', '5603038', '0.83252466', '5163148', '0.8325249', '4349695', '0.8325281', '4942544', '0.8325262'
5634093,'5634093', '0.83249503', '5497502', '0.8324966', '4421977', '0.83251023', '5631677', '0.8324996', '5406063', '0.8325013'
4370981,'4370981', '0.8325109', '4830709', '0.8325115', '5964465', '0.8325123', '5611879', '0.8325165', '5996189', '0.8325227'
5924043,'5924043', '0.8325326', '5329365', '0.8325329', '4569044', '0.8325337', '5841474', '0.8325391', '5602565', '0.8325339'
5938928,'4772392', '0.8324738', '4312834', '0.83249384', '5938928', '0.8324836', '5108786', '0.83248293', '5205934', '0.83247644'
4894062,'5601600', '0.8324865', '4894062', '0.83248675', '5433742', '0.8325029', '5401272', '0.8324951', '5930371', '0.8324879'
5342877,'5342877', '0.83251566', '4286082', '0.83251816', '5389443', '0.8325207', '4732808', '0.8325276', '4420584', '0.83252233'
5531677,'5531677', '0.8325241', '5147377', '0.83252496', '5368574', '0.83252543', '4994034', '0.8325313', '5509900', '0.8325338'
4984240,'4984240', '0.83250797', '5465403', '0.83251494', '5513256', '0.8325085', '5285472', '0.83251023', '5276703', '0.8325146'
5065312,'5065312', '0.83252686', '5841474', '0.8325286', '5136580', '0.8325306', '5436636', '0.8325332', '5222229', '0.83253384'
5778315,'5852684', '0.8325124', '5995097', '0.832514', '5778315', '0.8325132', '5604791', '0.8325163', '5592551', '0.83252084'
4663777,'4663777', '0.8325205', '4322073', '0.8325206', '4541043', '0.8325247', '5930815', '0.8325223', '4366553', '0.8325252'
5422098,'5422098', '0.83245206', '4138344', '0.8324565', '3961628', '0.832464', '5665151', '0.8324906', '5897878', '0.832469'
4472712,'4472712', '0.8325262', '5724385', '0.832527', '4322073', '0.83252734', '5117173', '0.8325277', '4071891', '0.83253473'
5471575,'5471575', '0.83251387', '5903752', '0.83251417', '5854833', '0.8325152', '5201010', '0.8325155', '5588150', '0.83252263'
5048110,'4455633', '0.8325222', '4603254', '0.83252335', '5048110', '0.8325242', '4747052', '0.832532', '4712373', '0.8325252'
4792211,'4792211', '0.8324829', '5671030', '0.832485', '4430666', '0.832486', '5830527', '0.8325074', '5623476', '0.8324959'
5448274,'5448274', '0.8325239', '5316023', '0.83252513', '5850238', '0.8325257', '5282821', '0.8325269', '5510070', '0.8325331'
4959682,'4959682', '0.83251137', '4290668', '0.832512', '5118347', '0.83251417', '5271073', '0.83252466', '4826751', '0.832516'
5084713,'5084713', '0.8325101', '5878798', '0.83251125', '5651364', '0.8325129', '5656125', '0.8325145', '4633274', '0.83252376'
3982147,'3982147', '0.8324657', '5872551', '0.83248436', '4868616', '0.83248675', '3665241', '0.8324968', '5468972', '0.832499'
4661467,'4276151', '0.8325171', '4661467', '0.8325176', '4331644', '0.83252686', '4287166', '0.83252466', '3130007', '0.83251816'
5878798,'5878798', '0.83249956', '5685878', '0.8325107', '5433742', '0.8325002', '5703632', '0.83251804', '5413560', '0.832501'
5594157,'4133814', '0.8325113', '5594157', '0.8325189', '5136060', '0.8325185', '5986109', '0.8325135', '4734420', '0.83251935'
5457409,'5457409', '0.8325344', '5155393', '0.8325352', '5760611', '0.8325357', '5394033', '0.832536', '5414658', '0.8325371'
5623582,'4022993', '0.8325099', '5623582', '0.8325198', '5818667', '0.8325191', '4095791', '0.8325109', '5695500', '0.8325131'
5724385,'4472712', '0.83251894', '5724385', '0.8325234', '4370733', '0.83252066', '5491513', '0.83252376', '5635864', '0.832531'
4444605,'4444605', '0.8324711', '5393676', '0.83247346', '5514624', '0.8324735', '5772780', '0.83248585', '5451435', '0.8324988'
5543219,'5543219', '0.8325246', '4626471', '0.8325296', '5294667', '0.83252496', '4307143', '0.83252656', '3953655', '0.8325338'
4319912,'4319912', '0.83248353', '3971648', '0.8324969', '5188837', '0.83250576', '5972891', '0.8324981', '4249935', '0.8325'
4985378,'4543107', '0.8324876', '4985378', '0.83248943', '5461109', '0.8324945', '5082807', '0.83249485', '5980812', '0.8325027'
4441228,'4370981', '0.8324851', '4441228', '0.83249384', '5964465', '0.83249533', '5908680', '0.83249617', '5996189', '0.832503'
5633129,'5633129', '0.8298031', '4359535', '0.8300081', '5891691', '0.830746', '5045450', '0.8325309', '5817465', '0.8316467'
4716404,'4716404', '0.83248425', '4862345', '0.8324917', '5289371', '0.83249336', '5973731', '0.83249575', '5818021', '0.83250195'
5100429,'5100429', '0.8325129', '5704109', '0.83251566', '5433742', '0.83252496', '5549557', '0.8325164', '5236539', '0.8325265'
4752290,'5630833', '0.8324978', '4752290', '0.8324981', '5316023', '0.832499', '5580344', '0.8325123', '5510070', '0.83250546'
5679852,'4331806', '0.83253676', '5679852', '0.8325369', '4396773', '0.8325371', '5281589', '0.8325412', '4325945', '0.83254147'
5637512,'5637512', '0.8325295', '5837619', '0.8325298', '4734199', '0.8325295', '5656825', '0.8325376', '5756191', '0.83253396'
