5578415,'5578415', '0.83099395', '4482530', '0.83250415', '4704376', '0.8324883', '5475182', '0.8325167', '4801655', '0.832294'
5543224,'5543224', '0.8324964', '5148806', '0.8325002', '5126518', '0.83251435', '4985401', '0.83250517', '5089122', '0.83250344'
5848271,'5848271', '0.8325361', '6006204', '0.8325362', '5530865', '0.8325364', '5369702', '0.83253896', '5345380', '0.8325367'
4482530,'4482530', '0.8324992', '5475182', '0.8325089', '5326464', '0.8325018', '4801655', '0.8325083', '4248847', '0.8325065'
5231427,'5231427', '0.8324937', '5953441', '0.832494', '5172148', '0.83251286', '5079636', '0.8325015', '5971526', '0.83249813'
4681877,'4681877', '0.83251345', '4963297', '0.8325142', '4328173', '0.832515', '5554748', '0.83252317', '5798276', '0.8325252'
4350779,'4350779', '0.832499', '5356998', '0.83250064', '4046836', '0.8325046', '5750605', '0.8325049', '4112169', '0.83251137'
5217876,'5217876', '0.83249813', '4452887', '0.8325012', '4935577', '0.83251303', '5496708', '0.8325169', '5103837', '0.8325018'
4557921,'4557921', '0.83250475', '6001276', '0.8325076', '4661467', '0.8325095', '5643838', '0.8325199', '4423279', '0.83251005'
4343649,'4343649', '0.83249485', '4526938', '0.83250296', '5773393', '0.83249664', '5188837', '0.8324976', '5264878', '0.8325116'
5496603,'5496603', '0.8325331', '4904520', '0.8325341', '4894280', '0.8325364', '5662978', '0.83253664', '5580920', '0.83253676'
5273045,'5273045', '0.8325024', '4327738', '0.83250606', '4716418', '0.8325037', '5427107', '0.83251095', '5420620', '0.83251864'
5912653,'5912653', '0.8324784', '5689353', '0.8324944', '5257190', '0.8324848', '5661455', '0.8324983', '5047962', '0.8324869'
4434197,'4434197', '0.832499', '4933193', '0.83249974', '5215844', '0.8325054', '4886690', '0.83251', '5876388', '0.83252066'
5137978,'5137978', '0.8325135', '4406816', '0.8325163', '3886085', '0.8325167', '5219968', '0.8325242', '5674922', '0.8325174'
4869415,'4869415', '0.83247614', '5448274', '0.8324817', '5993380', '0.8324829', '5312327', '0.8324891', '5350355', '0.8324958'
5852684,'5852684', '0.8324944', '5778315', '0.8325085', '6009234', '0.8325065', '5604791', '0.832512', '5592551', '0.8325135'
5023171,'5023171', '0.832496', '5521300', '0.832499', '5965409', '0.8324994', '4634678', '0.8325041', '5844108', '0.832516'
5148806,'5543224', '0.83249795', '5148806', '0.8325018', '5730935', '0.83251554', '4985401', '0.8325079', '5800587', '0.83250517'
4486572,'4486572', '0.83245397', '4526938', '0.8324712', '5045317', '0.83247423', '4919821', '0.83251566', '5275748', '0.8324995'
5356998,'4350779', '0.8325028', '5356998', '0.83250856', '4046836', '0.8325082', '4112169', '0.83251494', '5437766', '0.83250433'
5876712,'5876712', '0.8325196', '6008046', '0.83252794', '5965409', '0.83252513', '5919656', '0.83252245', '5871919', '0.8325198'
5822580,'5848271', '0.8325153', '5822580', '0.83251864', '5231568', '0.8325189', '5801703', '0.83252066', '5664109', '0.8325202'
5422941,'5422941', '0.83253115', '5982870', '0.83253145', '5604791', '0.83253497', '4565903', '0.8325346', '5978450', '0.83253485'
5798924,'5798924', '0.8324844', '4022993', '0.83248925', '5949378', '0.83250105', '5257203', '0.83249116', '5287948', '0.8324963'
5541790,'4869415', '0.8325058', '5541790', '0.8325067', '5312327', '0.8325133', '5656125', '0.8325259', '4633274', '0.8325161'
5243340,'5243340', '0.832499', '4432082', '0.8324996', '5637856', '0.8325016', '4916460', '0.83251154', '5955992', '0.8325014'
4772494,'4772494', '0.8324999', '5328624', '0.8325026', '5109038', '0.83250815', '4252939', '0.8325098', '4929742', '0.8325093'
5949447,'5949447', '0.83215034', '4709247', '0.83216345', '5621582', '0.83249974', '5455716', '0.8325127', '5398054', '0.83252305'
5985146,'5985146', '0.83249307', '5458918', '0.83249557', '5667344', '0.83251077', '5955352', '0.8324972', '5976150', '0.8325017'
4327738,'5273045', '0.8325146', '4327738', '0.8325162', '4716418', '0.83252674', '4535759', '0.83251816', '5427107', '0.832517'
4709248,'4709248', '0.83251', '4709247', '0.8325111', '5631677', '0.8325167', '5721620', '0.8325282', '5563712', '0.8325188'
4269682,'4269682', '0.83250207', '4452887', '0.8325051', '5142437', '0.8325124', '5637950', '0.83251387', '5496708', '0.8325131'
5979667,'5979667', '0.8324329', '5284484', '0.8324382', '5674238', '0.83244014', '5595448', '0.8324404', '5420620', '0.8324577'
5995097,'5995097', '0.8325273', '5592551', '0.8325316', '5835689', '0.83252853', '4866756', '0.83253187', '5313515', '0.83253205'
5830317,'5830317', '0.8298805', '4307143', '0.832091', '5667898', '0.8324974', '5506046', '0.83251065', '5482756', '0.832522'
5761110,'5761110', '0.8324898', '5363319', '0.8324907', '5321845', '0.8324939', '5663742', '0.8325018', '4725975', '0.83250254'
5870581,'5870581', '0.83249664', '5724537', '0.8324973', '5170472', '0.83250105', '5212779', '0.8325026', '5594473', '0.8325106'
5220512,'5220512', '0.8325145', '5333316', '0.832515', '4983962', '0.8325168', '4835685', '0.8325216', '5339262', '0.8325221'
5972625,'5972625', '0.8325242', '5169627', '0.8325312', '4656253', '0.8325338', '5322678', '0.83252496', '5882881', '0.8325255'
4618589,'4618589', '0.8324725', '5514558', '0.8324835', '4689299', '0.8324733', '5869050', '0.8324768', '4885236', '0.8324944'
5416850,'5416850', '0.8325104', '5396561', '0.83251315', '5607454', '0.8325173', '4594684', '0.83252865', '4816846', '0.83251846'
4331806,'4331806', '0.8325054', '5679852', '0.8325065', '4396773', '0.8325098', '5281589', '0.83251476', '4325945', '0.8325096'
5856092,'5856092', '0.8325344', '5853990', '0.83253455', '5795976', '0.8325375', '5817465', '0.8325412', '5134063', '0.83253473'
4954139,'4954139', '0.832499', '5806539', '0.83250105', '5841081', '0.83250123', '4665682', '0.8325113', '5740941', '0.8325104'
5108904,'5876712', '0.83248204', '4618589', '0.83249265', '5108904', '0.8324918', '5840478', '0.83249635', '5045450', '0.8325033'
4555244,'4555244', '0.8325045', '5778889', '0.8325056', '4876051', '0.8325086', '5501060', '0.8325122', '5197957', '0.83251935'
5632739,'5632739', '0.8325137', '5369251', '0.8325138', '4822127', '0.83251464', '5877786', '0.8325273', '4438333', '0.83252174'
5897340,'5897340', '0.8324935', '5227661', '0.8324954', '5220490', '0.83249855', '4920454', '0.832516', '5493510', '0.8325055'
5580755,'5580755', '0.8325305', '5212068', '0.83253086', '5683905', '0.8325384', '5989873', '0.83253473', '5370996', '0.83253056'
4399059,'4399059', '0.83252686', '4704376', '0.8325278', '4801655', '0.8325282', '4961836', '0.83253556', '4687866', '0.8325337'
5088178,'5088178', '0.8324979', '5601600', '0.8324988', '5695475', '0.83250576', '5336222', '0.83249897', '5062648', '0.8325131'
4790090,'4790090', '0.8324758', '4710250', '0.83248633', '5797242', '0.8324879', '5287948', '0.8324894', '5509254', '0.8324889'
5287159,'5287159', '0.8324967', '4935609', '0.83249706', '5118347', '0.83249897', '5595448', '0.8325065', '5302812', '0.83250874'
5558671,'5558671', '0.8325111', '5953441', '0.8325136', '4535759', '0.832518', '5498261', '0.832529', '5258773', '0.8325192'
4310879,'4310879', '0.83252215', '4912630', '0.83252287', '5991545', '0.83253264', '4803618', '0.832528', '4210960', '0.8325239'
5905950,'5905950', '0.8325173', '5818820', '0.83251804', '5203010', '0.8325203', '5319796', '0.83251816', '4811380', '0.83252466'
5677339,'5677339', '0.83252615', '5693338', '0.8325283', '5922730', '0.83253664', '5481021', '0.8325404', '5472954', '0.8325287'
4716418,'4327738', '0.83250266', '4716418', '0.8325038', '5284148', '0.83250624', '5302971', '0.8325187', '5427107', '0.832511'
4406816,'5137978', '0.83252776', '4406816', '0.8325278', '4866021', '0.83252835', '4497721', '0.83253473', '5219968', '0.83253485'
5147692,'5147692', '0.83249414', '5856013', '0.8324982', '4147819', '0.832501', '4791016', '0.8325017', '5108786', '0.83251286'
5936560,'5936560', '0.8325059', '4156908', '0.83250713', '5001478', '0.83250886', '5630163', '0.8325168', '4692757', '0.8325073'
5403697,'5403697', '0.83251554', '4639428', '0.8325173', '4491628', '0.832518', '5158920', '0.8325274', '4397785', '0.83252704'
5252252,'5252252', '0.83248997', '5594157', '0.8325', '5986109', '0.8325107', '5319112', '0.8325085', '5252263', '0.8325014'
5846517,'5403697', '0.8283558', '5846517', '0.8283752', '5558854', '0.8298605', '5908610', '0.8305644', '5141738', '0.82987994'
4455633,'4455633', '0.8325015', '3910701', '0.8325016', '5048110', '0.8325218', '5955720', '0.832504', '4747052', '0.8325065'
5164170,'5164170', '0.8325191', '4661467', '0.83252656', '4331644', '0.8325195', '4287166', '0.83252835', '4961836', '0.8325199'
5284148,'4716418', '0.8325123', '5284148', '0.8325213', '5884114', '0.83251387', '5620480', '0.83252066', '5877786', '0.8325137'
5401244,'5401244', '0.8324969', '5795325', '0.8324973', '5618299', '0.8324979', '5486197', '0.8325048', '5397301', '0.832512'
5356381,'5356381', '0.8325282', '5792164', '0.8325287', '5415335', '0.83252907', '5507298', '0.83253294', '4557191', '0.83253336'
4666668,'4666668', '0.83251417', '4963298', '0.8325162', '5800587', '0.8325181', '5328722', '0.8325221', '5451435', '0.83252615'
5953441,'5558671', '0.8325146', '5953441', '0.8325158', '5396561', '0.8325169', '5498261', '0.8325189', '5079636', '0.8325267'
4022993,'5798924', '0.8324465', '4022993', '0.83246344', '5674238', '0.8324656', '5257203', '0.8324661', '5695500', '0.8324768'
4772392,'4772392', '0.8325271', '4312834', '0.83252853', '4077896', '0.83253586', '5607622', '0.83252805', '5205934', '0.8325339'
4392989,'4392989', '0.8325169', '5326464', '0.8325175', '4648958', '0.83251804', '4368114', '0.8325243', '4961836', '0.8325267'
5837352,'5837352', '0.83252025', '4944990', '0.8325203', '5437922', '0.83252424', '5888640', '0.8325268', '5370940', '0.8325308'
4935609,'5273045', '0.83247626', '4935609', '0.83248645', '5365605', '0.83248925', '5302812', '0.83249605', '5617121', '0.8324846'
5800903,'5800903', '0.8325244', '5626571', '0.83252513', '5536555', '0.8325258', '4791965', '0.83253384', '4041951', '0.83253604'
4866021,'5137978', '0.8325169', '4406816', '0.8325268', '4866021', '0.83252376', '4497721', '0.83251786', '5674922', '0.83251834'
4917688,'4917688', '0.832475', '3961628', '0.83247876', '5234692', '0.832497', '4741734', '0.8325033', '5902605', '0.8325066'
5770358,'5770358', '0.8288607', '5948899', '0.82892627', '5082935', '0.8290461', '5328827', '0.82963526', '4407952', '0.8299625'
5663047,'5663047', '0.8325257', '5521300', '0.8325263', '6008046', '0.8325273', '5843660', '0.83253247', '5844108', '0.8325339'
4963297,'4681877', '0.83250177', '4963297', '0.8325051', '5763504', '0.83250445', '5665728', '0.83251554', '5554748', '0.83251923'
4994551,'4994551', '0.8324998', '5422022', '0.83250165', '5059676', '0.8325054', '5158920', '0.832505', '5270441', '0.8325139'
4704376,'4482530', '0.8325132', '4399059', '0.83251405', '4704376', '0.83251727', '4801655', '0.83252585', '4765884', '0.83252203'
4987085,'4987085', '0.8324653', '5338513', '0.8324709', '4963298', '0.8324917', '4913897', '0.8324797', '5955352', '0.83248585'
5169627,'5972625', '0.8325105', '5169627', '0.83252376', '4328173', '0.83251375', '5789562', '0.83252484', '5882881', '0.83251446'
5380394,'5380394', '0.8324967', '4665682', '0.8325106', '4290668', '0.8325225', '4826751', '0.83253205', '5745829', '0.8325212'
4752825,'4752825', '0.8324772', '5335248', '0.8324836', '5724539', '0.8324874', '5304812', '0.83250105', '5489158', '0.8324896'
4897981,'4897981', '0.832443', '5599299', '0.83245224', '5549557', '0.8324581', '5234692', '0.8324595', '5135484', '0.8324683'
4452887,'4452887', '0.8325064', '4594224', '0.83251107', '5001274', '0.83251345', '5496708', '0.83252597', '5705697', '0.8325251'
5445809,'5445809', '0.832485', '5003054', '0.8324939', '5807675', '0.832519', '4423130', '0.8325053', '4297292', '0.8325267'
4535759,'4327738', '0.83249193', '5558671', '0.8324924', '4535759', '0.83249676', '5498261', '0.8325016', '5688266', '0.8325117'
5338513,'5338513', '0.8324428', '5856013', '0.8324732', '5846837', '0.8324639', '5560839', '0.83251697', '5082471', '0.8325048'
4211857,'4211857', '0.83250606', '4820800', '0.83250815', '4639428', '0.8325104', '5219968', '0.8325109', '5674922', '0.8325186'
4820800,'4211857', '0.83250606', '4820800', '0.8325082', '4639428', '0.8325104', '5219968', '0.83251864', '5674922', '0.8325109'
5716251,'5716251', '0.8324832', '5126518', '0.83248526', '5730935', '0.8324892', '4985401', '0.8324954', '5635790', '0.8324836'
4933193,'4434197', '0.8325066', '4933193', '0.83250684', '5800587', '0.8325081', '5631036', '0.8325162', '4886690', '0.8325142'
5328624,'5328624', '0.83252907', '4592957', '0.83252907', '4894238', '0.8325356', '5187191', '0.83252954', '4929704', '0.83253556'
4853237,'4853237', '0.83248144', '5422022', '0.83248293', '5908610', '0.83250254', '4344876', '0.83248454', '5141738', '0.83249253'
5126518,'5543224', '0.83248615', '5126518', '0.8324865', '4985401', '0.8324881', '5643838', '0.832492', '5872401', '0.83249784'
4929576,'4929576', '0.83250993', '4760312', '0.8325153', '5116812', '0.83251226', '5762773', '0.83252156', '4141697', '0.8325128'
5864539,'5864539', '0.83250606', '5327361', '0.83250606', '5521836', '0.8325065', '4663777', '0.8325097', '4983962', '0.83251584'
4432082,'5243340', '0.83252424', '4432082', '0.83252597', '5637856', '0.832526', '4712373', '0.83253336', '5955992', '0.83252656'
5724537,'5724537', '0.83250666', '5313644', '0.83251566', '5212779', '0.8325203', '5594473', '0.8325169', '5542062', '0.83252704'
4594224,'4452887', '0.832499', '4594224', '0.83250165', '5856013', '0.8325057', '3977959', '0.832508', '5001274', '0.83250856'
5419340,'5419340', '0.83249444', '5280299', '0.8324959', '5514108', '0.8325132', '5850238', '0.83250505', '5282821', '0.83249736'
4526938,'4526938', '0.8325169', '5773393', '0.8325195', '5275748', '0.8325198', '5032386', '0.83252674', '5264878', '0.8325207'
5396561,'5396561', '0.83251274', '4472781', '0.83251405', '5399944', '0.83251536', '5396565', '0.8325168', '5066945', '0.8325256'
5224946,'5224946', '0.83251274', '5630833', '0.83251274', '5316023', '0.832513', '5971995', '0.8325235', '5304132', '0.832518'
5601600,'5088178', '0.83248204', '5601600', '0.83248615', '5401272', '0.8324853', '5556400', '0.83250064', '5358472', '0.8324875'
4709247,'4709248', '0.83250934', '4709247', '0.83250946', '5455716', '0.8325156', '5721620', '0.8325182', '5563712', '0.83252746'
